"Peel","NAA.devs","Diff","Rel.diff"
1,-0.191317286626417,0.0541493161379272,-0.22059748873419
2,-0.181180265846324,0.0213122600876776,-0.105249613482642
3,-0.253827055405136,-0.0257750554198575,0.113022711581224
4,-0.22222016673177,-0.0728750685711912,0.48796424836679
5,-0.228855106229053,0.0420038435162962,-0.155076446821441
6,-0.0734733210452188,0.105521757839639,-0.589523234365109
7,-0.321598052961264,-0.0633797085827741,0.24545006178908
