"Peel","index","Diff","Rel.diff"
1,0.541843246168023,0.00013692419887068,0.000252764631531248
2,0.543288172879056,0.00158185090990415,0.00292012635952627
3,0.532244430281097,-0.00946189168805511,-0.0174668289889257
4,0.541793962737887,8.76407687345759e-05,0.000161786497923808
5,0.538890941956941,-0.00281538001221138,-0.00519724414878012
6,0.539358314105775,-0.00234800786337752,-0.00433446642240079
7,0.542387263308273,0.000680941339121333,0.00125703044529008
