"Peel","index","Diff","Rel.diff"
1,0.992081725887204,-0.000104019178828851,-0.000104838412914236
2,0.9925134439357,0.000327698869666437,0.000330279759909903
3,0.993018570686732,0.00083282562069853,0.000839384787415085
4,0.993223192178555,0.00103744711252185,0.0010456178368626
5,0.993288828957343,0.00110308389130997,0.0011117715576901
6,0.99268738284878,0.000501637782746922,0.000505588580809067
7,0.993713542477936,0.00152779741190257,0.00153983003636167
