"Peel","Fleet.Sel","Diff","Rel.diff"
1,0.0136746378265199,0.0014155231844245,0.115466999514294
2,0.0120461844651935,-0.000212930176901906,-0.0173691317128845
3,0.010758555832359,-0.0015005588097364,-0.122403522076853
4,0.0106909903689707,-0.00156812427312468,-0.127914969302926
5,0.0114433951764745,-0.000815719465620909,-0.066539835007325
6,0.0129622613014972,0.000703146659401846,0.0573570506460049
7,0.011281557068248,-0.00097755757384743,-0.0797412865763315
