"Peel","NAA.devs","Diff","Rel.diff"
1,-0.203496517835928,0.050372323106453,-0.198418691003854
2,-0.19354954245803,0.0193170005909575,-0.0907470019208801
3,-0.266731438408826,-0.0266138333795141,0.110836660128545
4,-0.228486134113139,-0.0654028116578278,0.401039239777261
5,-0.228971235791066,0.0528769948089289,-0.187608042443144
6,-0.0798027793418354,0.110722077796088,-0.58114242655453
7,-0.326141563121035,-0.0577978876745551,0.21538755321283
