"Peel","index","Diff","Rel.diff"
1,0.0996404236666628,0.00618664262678034,0.066200024845866
2,0.0926753836305455,-0.000778397409336939,-0.00832922328744248
3,0.0870393169084878,-0.0064144641313947,-0.0686378235317975
4,0.087704638807001,-0.00574914223288144,-0.0615185621053462
5,0.0918056016333977,-0.00164817940648482,-0.0176363052210957
6,0.0963314343923559,0.00287765335247347,0.0307922624473097
7,0.0894753676117803,-0.00397841342810216,-0.0425709199117833
