"Peel","NAA.devs","Diff","Rel.diff"
1,-0.176104742589411,0.046637054178948,-0.209377202014081
2,-0.150320984850209,0.0251161131682167,-0.143163067856827
3,-0.199749288828276,-0.0103543519533549,0.0546706903796116
4,-0.178475323390948,-0.087768055605979,0.967596729007888
5,-0.202744275251092,0.00869446978631494,-0.0411205135784207
6,-0.0531409069618078,0.0642556713443323,-0.547338536364919
7,-0.271892828230712,-0.0728322708130662,0.365879970185445
