"Peel","Fleet.Sel","Diff","Rel.diff"
1,0.966119552390579,-0.00181784219322101,-0.00187805761342928
2,0.966908916038146,-0.00102847854565402,-0.00106254655663578
3,0.968170181593448,0.000232787009648905,0.000240498002196723
4,0.96881022368067,0.000872829096870698,0.000901741271444526
5,0.966467392156259,-0.0014700024275407,-0.00151869577078668
6,0.965099147193436,-0.00283824739036309,-0.00293226339455921
7,0.967802691410264,-0.000134703173535589,-0.000139165171517636
