"Peel","NAA.devs","Diff","Rel.diff"
1,-0.166669244619415,0.0450510018567858,-0.212785515823825
2,-0.14056285863084,0.0230201339528016,-0.140724494577461
3,-0.189390285023915,-0.0117192179496648,0.0659601934217417
4,-0.161191136446519,-0.0866988048989441,1.16386214658315
5,-0.191955692090415,0.00200253736809053,-0.0103245805742877
6,-0.0423157570300798,0.0535777879318449,-0.558721527638991
7,-0.243129648405279,-0.0677639245378163,0.386414876541271
