"Peel","NAA.devs","Diff","Rel.diff"
1,-0.158320343651777,0.0548423305853643,-0.257279238880034
2,-0.146520817779743,0.0190508388648212,-0.115060990817516
3,-0.215383962279745,-0.0308820636661,0.167380736448509
4,-0.193855224475335,-0.0963441885763974,0.988033689604632
5,-0.211638790523681,0.0092107221513178,-0.0417058749179685
6,-0.0493200516918346,0.0793181759740786,-0.616598793478997
7,-0.28410124455395,-0.0747036777050667,0.356755232781565
