"Peel","NAA.devs","Diff","Rel.diff"
1,-0.174466189257572,0.0386197109470459,-0.181240105093584
2,-0.132559084708001,0.0302542916466262,-0.18582190434236
3,-0.176814746165615,-0.00184705124542361,0.0105565272850289
4,-0.137621798556482,-0.0726482400974078,1.11812007561764
5,-0.184277182864303,-0.000341081210159189,0.00185434619463951
6,-0.0280344673613104,0.0508037529453809,-0.644405121624352
7,-0.209492312794394,-0.0545430413950339,0.352005794557477
