"Peel","index","Diff","Rel.diff"
1,0.905111322358872,0.000987771639483381,0.00109251842704179
2,0.906501965471464,0.00237841475207512,0.00263063023873526
3,0.90895415517849,0.00483060445910155,0.00534285878877722
4,0.910886003466881,0.0067624527474921,0.00747956708141424
5,0.912634416208008,0.00851086548861979,0.00941338767455831
6,0.90895523516581,0.00483168444642101,0.0053440533017601
7,0.915617366010001,0.0114938152906122,0.0127126599915099
