"Peel","Fleet.Sel","Diff","Rel.diff"
1,0.503597838063717,0.00293392952132776,0.00586007793106052
2,0.49403351032872,-0.00663039821366979,-0.0132432118643687
3,0.488211979231446,-0.0124519293109435,-0.024870834702656
4,0.490643997666503,-0.0100199108758862,-0.0200132478193959
5,0.486685727405182,-0.0139781811372078,-0.0279192905634106
6,0.493510240907781,-0.00715366763460812,-0.0142883629367952
7,0.491395026197041,-0.00926888234534834,-0.0185131825705858
