"Peel","NAA.devs","Diff","Rel.diff"
1,-0.166236501074002,0.0575880886333353,-0.257291161389527
2,-0.159408173451462,0.0189399910574846,-0.106196725431029
3,-0.23372509631646,-0.0322687977193201,0.160177656117118
4,-0.210303193411128,-0.0901972842626755,0.750981237327721
5,-0.22373957192371,0.0201677936518649,-0.0826862838039875
6,-0.0627787788963445,0.0896236448800316,-0.588072306589681
7,-0.306360730886036,-0.0735506871349028,0.315925747660295
