"Peel","index","Diff","Rel.diff"
1,0.976065038015737,-0.00179016128677056,-0.00183070181356858
2,0.978216604165319,0.000361404862811443,0.000369589345200832
3,0.978194836564145,0.00033963726163766,0.000347328788434033
4,0.979543079093146,0.00168787979063867,0.00172610402014799
5,0.978381297797033,0.000526098494525784,0.000538012678054014
6,0.976996985984472,-0.00085821331803515,-0.000877648672980727
7,0.979102782520366,0.00124758321785801,0.00127583635976768
