"Peel","index","Diff","Rel.diff"
1,0.0119121167736847,0.00127712235005755,0.120086790757524
2,0.0105460842377525,-8.89101858746483e-05,-0.00836015350201987
3,0.00949476678914543,-0.00114022763448173,-0.107214690395
4,0.00949870179477133,-0.00113629262885583,-0.106844684970534
5,0.00999835705830387,-0.000636637365323295,-0.0598625010943977
6,0.0109818964318163,0.000346902008189156,0.0326189177324309
7,0.00984940526398989,-0.000785589159637272,-0.0738683189049891
