"Peel","index","Diff","Rel.diff"
1,0.0119900095765192,0.00114452881647267,0.105530482400465
2,0.0105473321213662,-0.00029814863868028,-0.0274905875799093
3,0.00937296906593806,-0.00147251169410847,-0.135771915204813
4,0.00937812013377631,-0.00146736062627022,-0.135296964582317
5,0.0099993766071774,-0.000846104152869131,-0.0780144441347477
6,0.0110779214011291,0.00023244064108253,0.0214320274246222
7,0.00940230809003534,-0.00144317267001119,-0.133066730921479
