"Peel","NAA.devs","Diff","Rel.diff"
1,-0.166999183246716,0.0426577165373683,-0.203464405804433
2,-0.132674032183379,0.0271547821680258,-0.169899165417835
3,-0.180659350531142,-0.00776795296258292,0.0449296672467615
4,-0.145730428918585,-0.0796637927548272,1.20580973060846
5,-0.186220889928544,-0.00102338501694277,0.00552591147181628
6,-0.0332165972649801,0.0502470179000198,-0.602023022854763
7,-0.223197120720226,-0.0620667560162662,0.385195901035164
