"Peel","index","Diff","Rel.diff"
1,0.968917725012942,-5.48768730804783e-05,-5.66340812667615e-05
2,0.970037084986907,0.00106448310088492,0.00109856883343553
3,0.971492163878035,0.00251956199201286,0.00260024069525676
4,0.972230161248162,0.00325755936214012,0.00336186942313906
5,0.972641407952798,0.00366880606677622,0.00378628462727966
6,0.970791772900552,0.00181917101452955,0.00187742255146192
7,0.974014117223788,0.00504151533776542,0.00520294931760975
