"Peel","index","Diff","Rel.diff"
1,0.250613888103877,0.0103210738716905,0.0429520703924074
2,0.240333767457879,4.0953225692697e-05,0.000170430505063399
3,0.232416977203168,-0.00787583702901859,-0.0327759989585392
4,0.23460553999426,-0.00568727423792631,-0.0236680995064251
5,0.242403883039456,0.00211106880727005,0.00878540131970072
6,0.247581252688726,0.00728843845653931,0.0303314873556591
7,0.240322084253205,2.92700210184904e-05,0.000121809805723977
