"Peel","Fleet.Sel","Diff","Rel.diff"
1,0.0389303677925252,0.00308795958914349,0.0861537978034676
2,0.0351595587308886,-0.00068284947249303,-0.0190514395299087
3,0.032184496319269,-0.00365791188411262,-0.102055416124844
4,0.0321120826357469,-0.0037303255676348,-0.104075751452517
5,0.0336227502891187,-0.00221965791426293,-0.0619282583265013
6,0.0370757872409652,0.00123337903758354,0.0344111654156981
7,0.0334264390231369,-0.00241596918024479,-0.0674053251817172
