"Peel","index","Diff","Rel.diff"
1,0.0353481746199374,0.00282466018222773,0.086849783335612
2,0.0319403861143589,-0.000583128323350765,-0.0179294376217428
3,0.0291563457954707,-0.00336716864223891,-0.103530282641744
4,0.0292825996134736,-0.00324091482423602,-0.0996483584344229
5,0.0309615612264178,-0.00156195321129182,-0.0480253514509737
6,0.0333992933258564,0.000875778888146723,0.0269275600527136
7,0.0296333946632255,-0.00289011977448412,-0.0888624684155642
