"Peel","q","Diff","Rel.diff"
1,0.0741551236462486,0.010224247046924,0.159926589322443
2,0.0634709247862575,-0.000459951813067142,-0.00719451754040239
3,0.0552286518469877,-0.00870222475233688,-0.13611927780807
4,0.0532597424325848,-0.0106711341667399,-0.166916750314864
5,0.0614094277258845,-0.00252144887344009,-0.0394402361982743
6,0.0736476490821153,0.00971677248279067,0.151988725943628
7,0.0528833701991326,-0.011047506400192,-0.17280392492395
