"Peel","Fleet.Sel","Diff","Rel.diff"
1,0.105848843749086,0.00563852614615599,0.0562669222195054
2,0.098231017501303,-0.00197930010162707,-0.0197514602185953
3,0.0923146639331784,-0.00789565366975162,-0.0787908257215299
4,0.0924579882501303,-0.00775232935279979,-0.0773605905882602
5,0.0946900560128631,-0.00552026159006699,-0.0550867587501348
6,0.10145862803342,0.00124831043048963,0.0124569052403955
7,0.0948856476519646,-0.0053246699509655,-0.053134947362045
