"Peel","Fleet.Sel","Diff","Rel.diff"
1,0.899773563760376,-0.00316251722462624,-0.00350248183811227
2,0.900209514768886,-0.00272656621611644,-0.00301966692165194
3,0.902021297103614,-0.000914783881387993,-0.00101312141651275
4,0.903553402304122,0.000617321319119735,0.000683682192039891
5,0.898525069142212,-0.0044110118427898,-0.00488518726372955
6,0.896690458436965,-0.00624562254803751,-0.00691701514599376
7,0.901652244678682,-0.00128383630632012,-0.0014218462783319
