"Peel","NAA.devs","Diff","Rel.diff"
1,-0.17777029260062,0.0502722363404278,-0.220451143801444
2,-0.154512788481457,0.0260398325735061,-0.144222955177035
3,-0.212899386034875,-0.0167633414344994,0.0854679284914431
4,-0.190934861500622,-0.0879912955069226,0.854752743967582
5,-0.211128946967451,0.0139717806760213,-0.0620690160457885
6,-0.0533178931668541,0.0790430122827033,-0.597177935692095
7,-0.280470377170444,-0.0674136979895223,0.316412037626273
