"Fleet.Sel"
-0.0344492420737173
-0.0334216039137603
-0.0307715364543806
-0.0250762507290024
-0.0161411503608788
-0.00767407910116251
-0.00286794809604175
-0.000912641319041049
-0.000227877636747265
0
