"Peel","index","Diff","Rel.diff"
1,0.754997981708207,0.00479768544723025,0.00639520601516964
2,0.753714442334112,0.00351414607313538,0.00468427710659407
3,0.754750091895684,0.00454979563470714,0.00606477451073197
4,0.758413638007031,0.00821334174605437,0.0109481984837782
5,0.76361630780034,0.0134160115393627,0.0178832394578202
6,0.759702942665034,0.0095026464040574,0.0126668123851975
7,0.767563409687626,0.0173631134266495,0.0231446368565673
