"Peel","Fleet.Sel","Diff","Rel.diff"
1,0.749425905191479,-0.00231688442136324,-0.00308201748440643
2,0.746354653007144,-0.00538813660569881,-0.00716752681921136
3,0.74615148125626,-0.00559130835658228,-0.00743779446087122
4,0.748731141985261,-0.0030116476275811,-0.00400622083669355
5,0.741802628460108,-0.00994016115273477,-0.0132228220743615
6,0.742418522548338,-0.00932426706450484,-0.0124035337529569
7,0.746932659422785,-0.0048101301900576,-0.00639863827963669
